NOCCourseId,NOCCourseName,NOCCourseAbstract,NOCCoordinatorNames,NOCInstitute,nocCoordinatingInstitute,NOCEnrolStartDt,NOCEnrolEndDt,NOCRegStartDt,NOCRegEndDt,NOCExamDt1,NOCExamDt2,NOCExamDt3,NOCEnrolUrl,NOCRegUrl,NOCStaticMockUrl,NOCPeriod,HourType,Category,NOCReallocationDBtable1,NOCReallocationDBtable2,NOCTestscoreDBtable,NOCCertificateDBtable,NOCNameAssignment1,NOCNameAssignment2,NOCNameAssignment3,NOCNameAssignment4,NOCNameAssignment5,NOCNameAssignment6,NOCNameAssignment7,NOCNameAssignment8,NOCNameAssignment9,NOCNameAssignment10,NOClegendlogic,NOCAssignmentLogicRemarks,NOCAssignmentGraph,NOCExamGraph,NOCFinalScoreGraph,NOCEnableCertificatestatus,NOCEnableDownloadCertificate,NOCEnableExamScores,NOCEnablePercentileScores,NOCEnableReallocationDt1,NOCEnableReallocationDt2,NOCEnableCandidateLogin,NOCEnableReallocationLogin,CourseStatus,Syllabus_link,disciplineid,scorder,NPTELCourseId,NOCCourseDuration,NOCCourseAvail,NOCExamRun,FdpStatus,sem,duration (self-populated),discipline_short (derived),discipline_name
noc22-ch60,Advanced process dynamics,"Analysis of dynamics of processes is an integral part of the design of process control systems. The development of a successful control strategy requires a thorough knowledge of the process dynamics under various process conditions. This course details the analysis of techniques for dealing with dynamical systems, both linear and non-linear.",Prof. Parag A. Deshpande,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-29,2022-10-29,NULL,https://onlinecourses.nptel.ac.in/noc22_ch60/,NULL,NULL,Jul-Oct 2022,30,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/103105216.pdf,103,NULL,103105216,NULL,NULL,41,1,SEM2,12,ch,Chemical Engineering
noc22-ch61,Introduction to interfacial waves,"The course is an introduction to the rich field of interfacial waves. The first half of the course prepares the student for studying wave phenomena by introducing discrete mechanical analogues of wave phenomena in fluid systems. The basic principles of normal mode analysis are introduced through point-mass systems connected through springs. The exact solution to the (nonlinear) pendulum equation is used to introduce the notion of amplitude dependence on frequency of the oscillator. The Kapitza pendulum is introduced as a discrete analogue for Faraday waves. Basic perturbation techniques are then introduced for subsequent use. The second half of the course introduces basics of interfacial waves viz. shallow and deep-water approximations, phase and group velocity, frequency and amplitude dispersion etc.. Capillary as well as capillary-gravity waves in various base state geometries (rectilinear, spherical (drops and bubbles including volumetric oscillations of the latter), cylindrical (filaments) are taught and the corresponding dispersion relation derived. The Stokes travelling wave is derived using the Lindstedt-Poincare technique and the amplitude dependence in the dispersion relation is highlighted. Side-band instability of the Stokes wave is discussed. Fluid particle trajectories for linear water waves is derived and the Stokes drift expression is derived. Time permitting, the Kelvin ship wave pattern in deep water is derived using the method of stationary phase. Introductory ideas in resonant interactions among surface gravity waves are discussed. The fundamental aspects studied in the course will be related to various engineering applications continuously.",Prof. Ratul Dasgupta,IIT Bombay,IIT Bombay,2022-05-20,2022-07-25,NULL,NULL,2022-10-29,2022-10-29,NULL,https://onlinecourses.nptel.ac.in/noc22_ch61/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/103101209.pdf,103,NULL,103101209,NULL,NULL,41,1,SEM2,12,ch,Chemical Engineering
noc22-ch62,Introduction to Polymer Physics,"This course is an introduction to the physics of polymers, designed for senior undergraduate and postgraduate students. We will discuss statistical-mechanical, thermodynamic, and continuum theories for the structure, dynamics, and rheology of polymeric materials. Emphasis will be on developing a conceptual understanding of the theoretical and simulation methods employed in the study of polymers, and their application to specific systems. This course can be of potential interest to students studying in various disciplines including polymer science, chemical engineering, physics, chemistry, and materials science.",Prof. Prateek Kumar Jha,IIT Roorkee,IIT Roorkee,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_ch62/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/103107139.pdf,103,NULL,103107139,NULL,NULL,42,1,SEM2,12,ch,Chemical Engineering
noc22-ch63,Equipment Design: Mechanical Aspects,"Chemical process plants include a number of important equipment such as reactors, distillation columns, absorbers, heat exchangers, evaporators, crystallizers, etc. Design of such equipment should be carried out a priory to set-up a process plant and thus, it is basic step in a chemical process. Mechanical design of equipment addresses the stress and strain produced in different parts of the equipment such as shell, head, support, etc. due to operating conditions of the process. The success and failure of the process depends on how perfectly stress and strain are considered while designing. Thus, the present course enables one to learn about the mechanical design of chemical process equipment.",Prof. Shabina Khanam,IIT Roorkee,IIT Roorkee,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_ch63/,NULL,NULL,Jul-Aug 2022,10,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,upsc,https://archive.nptel.ac.in/content/syllabus_pdf/103107143.pdf,103,NULL,103107143,NULL,NULL,40,1,SEM2,4 ,ch,Chemical Engineering
noc22-ch64,Mechanical Operations,"Around 75 percentage of chemical manufacturingAround 75% of chemical manufacturing processes involve small solid particles at some point. Proper design and handling of these fine particles often makes the difference between success and failure of the product. Many products such as catalysts, pigments, fertilizers, cements, ceramics and pharmaceuticals are currently manufactured in particulate forms. Mechanical Operations deal with Science and Technology of particulate matter, which is a multidisciplinary field including Materials Science, Environmental, Biomedical, Aerospace, Agricultural, Chemistry, Microbiology and Cell Science, Pharmacy and Medicine. The primary objective of this course is to <br>
<li> identify the important physical mechanisms occurring in processes involving particles </li>
<li> discuss unit operation and its role in Chemical industries, characteristics of particulate solids, Principles of size reduction, particle dynamics and separation of particles</li>
<li> formulate and solve mathematical descriptions of such processes",Prof. Shabina Khanam,IIT Roorkee,IIT Roorkee,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_ch64/,NULL,NULL,Jul-Aug 2022,10,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,upsc,https://archive.nptel.ac.in/content/syllabus_pdf/103107123.pdf,103,NULL,103107123,NULL,NULL,40,0,SEM2,4 ,ch,Chemical Engineering
noc22-ch65,Heat Transfer,"This is a fundamental subject for Chemical Engineering students and is also important in disciplines as diverse as Mechanical Engineering, Biotechnology and Nanotechnology. This course deals with both the fundamental and applied aspects, starting with the basic concepts and governing equations and evolving into the design of relevant industrial units. The students will be made aware of the core scientific issues and will be encouraged to solve problems on their own.",Prof. Sunando Dasgupta,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_ch65/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/103105140.pdf,103,NULL,103105140,NULL,NULL,42,0,SEM2,12,ch,Chemical Engineering
noc22-ch66,"Hydrogen Energy: Production, Storage, Transportation and Safety","The course will broadly cover all the aspects of hydrogen energy including the production, storage, transportation, utilization of hydrogen as an energy carrier. Hydrogen sensing methods and safety associated with the use of hydrogen at all the places whether at the point of production, storage, transport, refueling etc will be discussed. Global and Indian status on all the technologies, policies and developments will be discussed.",Prof. Pratibha Sharma,IIT Bombay,IIT Bombay,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_ch66/,NULL,NULL,Jul-Oct 2022,30,New,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/103101215.pdf,103,NULL,103101215,NULL,NULL,42,1,SEM2,12,ch,Chemical Engineering
noc22-cs01,Fundamental Algorithms: Design and Analysis,"This course provides an introduction to mathematical modeling of computational problems. It covers the common algorithms, algorithmic paradigms, and data structures used to solve these problems. The course emphasizes the relationship between algorithms and programming, and introduces basic performance measures and analysis techniques for these problems.",Prof. Sourav Mukhopadhyay,IIT Kharagpur,IIT Kharagpur,2021-11-14,2022-02-21,2021-12-13,2022-03-18,2022-04-24,2022-04-24,NULL,https://onlinecourses.nptel.ac.in/noc22_cs01/preview,NULL,NULL,Feb-Mar 2022,10,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/106105157.pdf,106,NULL,106105157,NULL,NULL,39,1,SEM1,4 ,cs,Computer Science
noc22-cs02,Artificial Intelligence: Knowledge Representation And Reasoning,"An intelligent agent needs to be able to solve problems in its world. The ability to create representations of the domain of interest and reason with these representations is a key to intelligence. In this course we explore a variety of representation formalisms and the associated algorithms for reasoning. We start with a simple language of propositions, and move on to first order logic, and then to representations for reasoning about action, change, situations, and about other agents in incomplete information situations. This course is a companion to the course “Artificial Intelligence: Search Methods for Problem Solving” that was offered recently and the lectures for which are available online. ",Prof. Deepak Khemani,IIT Madras,IIT Madras,2021-11-14,2022-01-31,2021-12-13,2022-03-18,2022-04-23,2022-04-23,NULL,https://onlinecourses.nptel.ac.in/noc22_cs02/preview,NULL,NULL,Jan-Apr 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/106106140.pdf,106,NULL,106106140,NULL,NULL,38,1,SEM1,12,cs,Computer Science
noc22-cs03,Foundations of Cryptography,"The course provides the basic paradigm and principles of modern cryptography. The focus of this course will be on definitions and constructions of various cryptographic objects. We will try to understand what security properties are desirable in such objects, how to formally define these properties, and how to design objects that satisfy the definitions. The aim is that at the end of this course, the students are able to understand a significant portion of current cryptography research papers and standards.",Prof. Ashish Choudhury,IIIT Bangalore,IISc Bangalore,2021-11-14,2022-01-31,2021-12-13,2022-03-18,2022-04-23,2022-04-23,NULL,https://onlinecourses.nptel.ac.in/noc22_cs03/preview,NULL,NULL,Jan-Apr 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/106106221.pdf,106,NULL,106106221,NULL,NULL,38,1,SEM1,12,cs,Computer Science
noc22-cs04,Discrete Mathematics - IIITB,"Discrete mathematics is the study of mathematical structures that are discrete in the sense that they assume only distinct, separate values, rather than in a range of values. It deals with the mathematical objects that are widely used in all most all fields of computer science, such as programming languages, data structures and algorithms, cryptography, operating systems, compilers, computer networks, artificial intelligence, image processing, computer vision, natural language processing, etc. The subject enables the students to formulate problems precisely, solve the problems, apply formal proof techniques and explain their reasoning clearly.",Prof. Ashish Choudhury,IIIT Bangalore,IISc Bangalore,2021-11-14,2022-01-31,2021-12-13,2022-03-18,2022-04-24,2022-04-24,NULL,https://onlinecourses.nptel.ac.in/noc22_cs04/preview,NULL,NULL,Jan-Apr 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/106108227.pdf,106,NULL,106108227,NULL,NULL,39,1,SEM1,12,cs,Computer Science
noc22-cs06,AI:Constraint Satisfaction,"Human beings solve problems in many different ways. Problem solving in artificial intelligence (AI) is inspired from these diverse approaches. AI problem solvers may be based on search, on memory, or on knowledge representation and reasoning. An approach to problem solving is to pose problems as constraint satisfaction problems (CSP), and employ general methods to solve them. The task of a user then is only to pose a problem as a CSP, and then call an off-the-shelf solver. CSPs are amenable to combining search based methods with reasoning. In this 2 credit course we will look at general approaches to solving finite domain CSPs, and explore how search can be combined with constraint propagation to find solutions.

This course is a companion to the course “Artificial Intelligence: Search Methods for Problem Solving” that was offered recently and “Artificial Intelligence: Knowledge Representation & Reasoning” that is being offered concurrently. The lectures for both courses are available online. ",Prof. Deepak Khemani,IIT Madras,IIT Madras,2021-11-14,2022-01-31,2021-12-13,2022-02-18,2022-03-27,2022-03-27,NULL,https://onlinecourses.nptel.ac.in/noc22_cs06/preview,NULL,NULL,Jan-Mar 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/106106158.pdf,106,NULL,106106158,NULL,NULL,37,1,SEM1,8 ,cs,Computer Science
noc22-cs08,Data Analytics with Python,"We are looking forward to sharing many exciting stories and examples of analytics with all of you using python programming language. This course includes examples of analytics in a wide variety of industries, and we hope that students will learn how you can use analytics in their career and life. One of the most important aspects of this course is that you, the student, are getting hands-on experience creating analytics models; we, the course team, urge you to participate in the discussion forums and to use all the tools available to you while you are in the course!",Prof. A. Ramesh,IIT Roorkee,IIT Roorkee,2021-11-14,2022-01-31,2021-12-13,2022-03-18,2022-04-23,2022-04-23,NULL,https://onlinecourses.nptel.ac.in/noc22_cs08/preview,NULL,NULL,Jan-Apr 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/106107220.pdf,106,NULL,106107220,NULL,NULL,38,1,SEM1,12,cs,Computer Science
noc22-cs09,GPU Architectures and Programming,"The course covers basics of conventional CPU architectures, their extensions for single instruction multiple data processing (SIMD) and finally the generalization of this concept in the form of single instruction multiple thread processing (SIMT) as is done in modern GPUs. We cover GPU architecture basics in terms of functional units and then dive into the popular CUDA programming model commonly used for GPU programming. In this context, architecture specific details like memory access coalescing, shared memory usage, GPU thread scheduling etc which primarily effect program performance are also covered in detail. We next switch to a different SIMD programming language called OpenCL which can be used for programming both CPUs and GPUs in a generic manner. Throughout the course we provide different architecture-aware optimization techniques relevant to both CUDA and OpenCL. Finally, we provide the students with detail application development examples in two well-known GPU computing scenarios.",Prof. Soumyajit Dey,IIT Kharagpur,IIT Kharagpur,2021-11-14,2022-01-31,2021-12-13,2022-03-18,2022-04-24,2022-04-24,NULL,https://onlinecourses.nptel.ac.in/noc22_cs09/preview,NULL,NULL,Jan-Apr 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/106105220.pdf,106,NULL,106105220,NULL,NULL,39,1,SEM1,12,cs,Computer Science
noc22-cs10,Advanced Computer Architecture,Applications and handheld devices play a major role in ensuring comfort in our day- today life. These applications run on handheld electronic gadgets with high-end microprocessor support. Modern CPU designers handle challenges imposed by these applications with cost effective architectural enhancements. This course provides a deeper insight into the design of high-end microprocessors that will support the future applications.,Prof. John Jose,IIT Guwahati,IIT Guwahati,2021-11-14,2022-02-21,2021-12-13,2022-03-18,2022-04-24,2022-04-24,NULL,https://onlinecourses.nptel.ac.in/noc22_cs10/preview,NULL,NULL,Feb-Apr 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,oc,https://nptel.ac.in/content/syllabus_pdf/106103206.pdf,106,NULL,106103206,NULL,NULL,39,1,SEM1,8 ,cs,Computer Science
noc22-cs100,Operating System Fundamentals,"Operating System is a computer software that manages the hardware components. It acts as an intermediary between the users and the hardware. It is responsible for managing the system resources and providing a smooth working environment for the users. The management includes the following - process management, processor management, memory management, storage management, user management, protection and security. As a subject, it is an amalgamation of the fields like computer architecture, algorithms, data structure and so on. A course on fundamentals of operating systems is essential to equip the students for taking up the challenges in understanding and designing of computer systems. This course will address all the fundamental points, starting from the foundations to the architectural issues to correlation with existing commercial operating systems. Being primarily targeted to a one-semester course for the undergraduate students, the course will follow the current GATE syllabus, enabling the students to prepare well for the same. It can also help all other participants looking for an introduction to the domain of operating systems.",Prof. Santanu Chattopadhyay,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_cs100/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/106105214.pdf,106,NULL,106105214,NULL,NULL,42,0,SEM2,12,cs,Computer Science
noc22-cs101,Problem Solving Through Programming In C,"This course is aimed at enabling the students to
1. Formulate simple algorithms for arithmetic and logical problems
2. Translate the algorithms to programs (in C language)
3. Test and execute the programs and correct syntax and logical errors
4. Implement conditional branching, iteration and recursion
5. Decompose a problem into functions and synthesize a complete program using divide and conquer approach
6. Use arrays, pointers and structures to formulate algorithms and programs
7. Apply programming to solve matrix addition and multiplication problems and searching and sorting problems 
8. Apply programming to solve simple numerical method problems, namely rot finding of function, differentiation of function and simple integration",Prof. Anupam Basu,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-29,2022-10-29,NULL,https://onlinecourses.nptel.ac.in/noc22_cs101/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/106105171.pdf,106,NULL,106105171,NULL,NULL,41,1,SEM2,12,cs,Computer Science
noc22-cs102,Programming In Java,"With the growth of Information and Communication Technology, there is a need to develop large and complex software. Further, those software should be platform independent, Internet enabled, easy to modify, secure, and robust. To meet this requirement object-oriented paradigm has been developed and based on this paradigm the Java programming language emerges as the best programming environment. Now, Java programming language is being used for mobile programming, Internet programming, and many other applications compatible to distributed systems. This course aims to cover the essential topics of Java programming so that the participants can improve their skills to cope with the current demand of IT industries and solve many problems in their own filed of studies.",Prof. Debasis Samanta,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_cs102/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/106105191.pdf,106,NULL,106105191,NULL,NULL,42,1,SEM2,12,cs,Computer Science
noc22-cs103,Programming in Modern C++,"There has been a continual debate on which programming language/s to learn, to use. As the latest TIOBE Programming Community Index for August 2021 indicates â€“ C (13%), Python (12%), C++ (7%), Java (10%), and C#(5%) together control nearly half the programming activities worldwide. Further, C Programming Language Family (C, C++, C#, Objective C etc.) dominate more than 25% of activities. Hence, learning C++ is important as one learns about the entire family, about Object-Oriented Programming and gets a solid foundation to also migrate to Java and Python as needed. C++ is the mother of most general purpose of languages. It is multi-paradigm encompassing procedural, object-oriented, generic, and even functional programming. C++ has primarily been the systems language till C++03 which punches efficiency of the code with the efficacy of OOP. Then, why should I learn it if my primary focus is on applications? This is where the recent updates of C++, namely, C++11 and several later offer excellent depths and flexibility for C++ that no language can match. These extensions attempt to alleviate some of the long-standing shortcomings for C++ including porous resource management, error-prone pointer handling, expression semantics, and better readability. The present course builds up on the knowledge of C programming and basic data structure (array, list, stack, queue etc.) to create a strong familiarity with C++98 / C++03. Besides the constructs, syntax and semantics of C++ (over C), we also focus on various idioms of C++ and attempt to go to depth with every C++ feature justifying and illustrating them with several examples and assignment problems. On the way, we illustrate various OOP concepts. The course also covers important advances in C++11 and later released features.",Prof. Partha Pratim Das,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-29,2022-10-29,NULL,https://onlinecourses.nptel.ac.in/noc22_cs103/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/106105234.pdf,106,NULL,106105234,NULL,NULL,41,1,SEM2,12,cs,Computer Science
noc22-cs104,Real-Time Systems,"The rapid growth of applications deploying real-time technologies has been matched by the evolutionary growth of the underlying technologies supporting the development of real-time systems. In this course, some of the core technologies used in developing real-time systems will be discussed. Mainly, the software issues related to real-time systems will be discussed, keeping the hardware discussions to bare minimum. The software issues that will be addressed are quite expansive, including the operating system and program development issues, the networking and database issues, etc. Also, some of the popular commercial real-time operating systems and their important features will be discussed in this course.","Prof. Rajib Mall
Prof. Durga Prasad Mohapatra",IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_cs104/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/106105229.pdf,106,NULL,106105229,NULL,NULL,42,1,SEM2,12,cs,Computer Science
noc22-cs105,Scalable Data Science,"One is interested in computing summary statistics (word count distributions) for a set of words which occur in the same document in entire Wikipedia collection (5 million documents). Naive techniques, will run out of main memory on most computers
One needs to train an SVM classifier for text categorization, with unigram features for hundreds of classes. One would run out of main memory, if they store uncompressed model parameters in main memory
One is interested in learning either a supervised model or find unsupervised patterns, but the data is distributed over multiple machines. Communication being the bottleneck, naÃƒÆ’Ã‚Â¯ve methods to adapt existing algorithms to such a distributed setting might perform extremely poorly. 
In all the above situations, a simple data mining/machine learning task has been made more complicated due to large scale of input data, output results or both. In this course, we discuss algorithmic techniques as well as software paradigms which allow one to develop scalable algorithms and systems for the common data science tasks","Prof. Anirban Dasgupta, Prof. Sourangshu Bhattacharya",IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-01,NULL,NULL,2022-09-25,2022-09-25,NULL,https://onlinecourses.nptel.ac.in/noc22_cs105/,NULL,NULL,Jul-Sep 2022,20,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uptc,https://archive.nptel.ac.in/content/syllabus_pdf/106105186.pdf,106,NULL,106105186,NULL,NULL,40,1,SEM2,8 ,cs,Computer Science
noc22-cs106,Software Engineering,"Large scale software development poses special challenges. This course targets to expose the students to the challenges of large scale software development and would expose the students as to how to overcome those. Starting with basic life cycle model concepts, it would discuss requirements specification, design, and testing issues. The concepts will be illustrated with appropriate examples.",Prof. Rajib Mall,IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_cs106/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/106105182.pdf,106,NULL,106105182,NULL,NULL,42,1,SEM2,12,cs,Computer Science
noc22-cs107,Software Project Management,"Effective Software project management is crucial to the success of any software development or maintenance project. The roles and responsibilities of the project manager is numerous and varied. However, at the broad level, these can be classified in to the project planning and monitoring and control activities. Project planning involves making cost, effort, and duration estimation and preparing various types of plans such as schedule, configuration management, risk management, quality management, staffing plan, etc. The monitoring and control activities encompass keeping track of the progress and removing bottlenecks using techniques such as PERT, GANTT, and also effective risk management, team building, etc.","Prof. RAJIB MALL, Prof. DURGA PRASAD MOHAPATRA",IIT Kharagpur,IIT Kharagpur,2022-05-20,2022-07-25,NULL,NULL,2022-10-30,2022-10-30,NULL,https://onlinecourses.nptel.ac.in/noc22_cs107/,NULL,NULL,Jul-Oct 2022,30,Rerun,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,uplc,https://archive.nptel.ac.in/content/syllabus_pdf/106105218.pdf,106,NULL,106105218,NULL,NULL,42,1,SEM2,12,cs,Computer Science
